year,month,day,team_1_code,team_2_code,team_1_goals,team_2_goals,tournament_code,host_code,team_1_rating_change,team_1_rating,team_2_rating,team_1_rank_change,team_2_rank_change,team_1_rank,team_2_rank,match_date,extracted_at,source
2026,6,24,BA,QA,3,1,WC,US,26,1622,1411,+5,−7,59,99,2026-06-24,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,24,BR,SQ,3,0,WC,US,23,2009,1745,+2,−1,5,33,2026-06-24,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,24,CA,CH,1,2,WC,,-29,1748,1914,−3,+2,32,12,2026-06-24,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,24,MX,CZ,3,0,WC,,16,1912,1680,−1,−2,13,49,2026-06-24,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,24,MA,HT,4,2,WC,US,11,1877,1517,+3,−3,15,81,2026-06-24,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,24,ZA,KR,1,0,WC,MX,48,1575,1723,+9,−9,70,40,2026-06-24,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,23,CO,CD,1,0,WC,MX,8,2006,1666,0,−1,5,53,2026-06-23,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,23,HR,PA,1,0,WC,CA,15,1896,1668,+2,−2,12,51,2026-06-23,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,23,EN,GH,0,0,WC,US,-27,2028,1584,0,+3,4,69,2026-06-23,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,23,PT,UZ,5,0,WC,US,21,1988,1677,+2,−3,6,50,2026-06-23,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,22,DZ,JO,2,1,WC,US,21,1780,1632,+7,−2,27,57,2026-06-22,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,22,AR,AT,2,0,WC,US,16,2144,1841,+1,−1,1,21,2026-06-22,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,22,FR,IQ,3,0,WC,US,6,2090,1586,0,−2,3,68,2026-06-22,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,22,NO,SN,3,2,WC,US,22,1951,1817,0,−1,10,23,2026-06-22,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,21,BE,IR,0,0,WC,US,-10,1869,1766,0,+1,15,33,2026-06-21,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,21,CV,UY,2,2,WC,US,19,1625,1851,+4,−5,58,21,2026-06-21,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,21,EG,NZ,3,1,WC,CA,29,1740,1549,+6,−4,36,73,2026-06-21,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,21,ES,SA,4,0,WC,US,5,2134,1593,0,−1,1,65,2026-06-21,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,20,CW,EC,0,0,WC,US,26,1453,1864,+5,−7,89,20,2026-06-20,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,20,DE,CI,2,1,WC,CA,15,1954,1728,0,−1,9,38,2026-06-20,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,20,JP,TN,4,0,WC,MX,15,1925,1570,0,−1,11,70,2026-06-20,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,20,NL,SE,5,1,WC,US,28,1972,1727,+1,−4,7,39,2026-06-20,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,19,BR,HT,3,0,WC,US,8,1986,1528,0,−2,6,78,2026-06-19,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,19,MA,SQ,1,0,WC,US,26,1866,1768,+2,−6,20,31,2026-06-19,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,19,PY,TR,1,0,WC,US,36,1816,1813,+2,−4,24,25,2026-06-19,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,19,US,AU,2,0,WC,,40,1820,1799,+3,−3,23,26,2026-06-19,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,18,CA,QA,6,0,WC,,10,1777,1437,+2,−1,29,91,2026-06-18,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,18,CZ,ZA,1,1,WC,US,-16,1696,1527,−6,+2,48,79,2026-06-18,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,18,MX,KR,1,0,WC,,15,1896,1771,+1,−5,12,31,2026-06-18,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,18,CH,BA,4,1,WC,US,20,1885,1596,+5,−6,14,65,2026-06-18,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,17,CO,UZ,3,1,WC,MX,16,1998,1698,+1,−6,5,48,2026-06-17,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,17,CD,PT,1,1,WC,US,22,1674,1967,+3,−2,52,7,2026-06-17,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,17,EN,HR,4,2,WC,US,31,2055,1881,0,−2,4,13,2026-06-17,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,17,GH,PA,1,0,WC,CA,47,1557,1683,+8,−9,73,49,2026-06-17,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,16,AR,DZ,3,0,WC,US,13,2128,1759,0,−3,2,33,2026-06-16,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,16,AT,JO,3,1,WC,US,27,1857,1653,+4,−2,20,54,2026-06-16,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,16,FR,SN,3,1,WC,US,21,2084,1839,0,−3,3,23,2026-06-16,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,16,NO,IQ,4,1,WC,US,15,1929,1592,0,−3,10,66,2026-06-16,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,15,BE,EG,1,1,WC,US,-15,1879,1711,−2,+4,15,45,2026-06-15,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,15,CV,ES,0,0,WC,US,28,1606,2129,+4,0,64,1,2026-06-15,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,15,IR,NZ,2,2,WC,US,-16,1756,1578,−4,+2,34,70,2026-06-15,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,15,SA,UY,1,1,WC,US,22,1598,1870,+3,−2,66,16,2026-06-15,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,14,DE,CW,7,1,WC,US,7,1939,1427,+1,−2,9,94,2026-06-14,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,14,CI,EC,1,0,WC,US,48,1743,1890,+12,−6,37,15,2026-06-14,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,14,JP,NL,2,2,WC,US,4,1910,1944,+1,0,12,8,2026-06-14,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,14,SE,TN,5,1,WC,MX,43,1755,1585,+7,−9,35,67,2026-06-14,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,13,AU,TR,2,0,WC,CA,62,1839,1849,+6,−8,23,21,2026-06-13,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,13,BR,MA,1,1,WC,US,-13,1978,1840,−2,+1,7,22,2026-06-13,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,13,QA,CH,1,1,WC,US,26,1447,1865,+6,−2,90,19,2026-06-13,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,13,SQ,HT,1,0,WC,US,12,1794,1536,0,−2,25,75,2026-06-13,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,12,CA,BA,1,1,WC,,-21,1767,1616,−8,+5,33,60,2026-06-12,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,12,US,PY,4,1,WC,,54,1780,1780,+12,−4,26,26,2026-06-12,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,11,MX,ZA,2,0,WC,,6,1881,1511,0,0,18,80,2026-06-11,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,11,KR,CZ,2,1,WC,MX,28,1786,1712,+7,−7,26,42,2026-06-11,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,10,PK,AF,2,0,DJB,MV,29,909,961,+5,−5,197,192,2026-06-10,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,10,DZ,BO,4,0,F,US,12,1772,1621,+3,−1,29,59,2026-06-10,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,10,EN,CR,3,0,F,US,3,2024,1608,0,0,4,62,2026-06-10,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,10,PT,NG,2,1,F,,3,1989,1767,0,−1,6,32,2026-06-10,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,TL,BN,3,1,SEQ,MY,20,734,572,+4,−2,215,234,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,EE,LT,1,0,BLC,,8,1360,1279,+1,−3,117,146,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,LV,FO,0,1,BLC,,-17,1288,1386,−5,+9,139,103,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,AO,CF,3,0,F,MA,5,1542,1236,+1,−2,74,153,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,AR,IS,3,0,F,US,1,2115,1568,0,−1,2,71,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,AM,MD,1,1,F,,-5,1373,1270,−5,+1,112,147,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,AZ,SM,2,1,F,HU,1,1322,825,0,0,129,206,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,BY,BF,2,2,F,,-3,1522,1529,0,+1,79,77,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,KH,HK,2,0,F,,22,871,1101,+1,−5,203,173,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,CL,CD,2,1,F,FR,9,1717,1652,+4,−1,40,55,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,CN,TH,0,0,F,,-4,1424,1376,0,0,94,109,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,KM,GQ,1,0,F,MA,11,1374,1380,+2,−3,111,106,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,ET,MW,1,1,F,,-4,1287,1239,−2,+2,141,151,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,HU,KZ,3,1,F,,3,1710,1428,+1,−1,44,93,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,ID,MZ,1,0,GRD,,10,1372,1342,+2,−3,113,121,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,KG,PS,0,0,F,,2,1295,1465,0,0,136,85,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,LR,SL,3,1,F,,13,1304,1341,+5,−6,134,123,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,PH,MM,5,1,FT,,9,1179,984,+1,−1,161,188,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,RU,TT,3,0,F,,2,1772,1386,+1,+1,29,103,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,SA,SN,0,0,F,US,7,1576,1860,+1,0,69,21,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,TJ,IN,1,1,F,,-6,1285,1128,−4,+1,143,168,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,TG,BJ,5,1,F,MA,23,1379,1405,+8,−6,108,100,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,VU,FJ,2,2,F,,-3,1117,1104,+1,+1,169,172,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,9,VE,IQ,2,0,F,US,11,1733,1607,+2,−3,37,63,2026-06-09,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,8,FR,EI,3,1,F,,1,2063,1605,0,0,3,64,2026-06-08,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,8,MR,NE,1,0,F,MA,12,1329,1382,+2,−3,128,105,2026-06-08,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,8,NL,UZ,2,1,F,US,4,1948,1714,0,0,8,40,2026-06-08,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,8,ES,PE,3,1,F,MX,2,2157,1699,0,0,1,46,2026-06-08,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,8,LK,BT,4,1,F,TH,9,836,623,0,−2,205,230,2026-06-08,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,PK,AF,2,0,DJB,MV,33,880,990,+2,−5,202,188,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,CO,JO,2,0,F,US,5,1982,1680,0,−2,7,52,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,HR,SI,2,1,F,,3,1912,1682,+1,0,12,50,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,DK,UA,2,1,F,,5,1869,1780,+1,−1,19,27,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,EC,GT,3,0,F,US,3,1938,1505,0,0,9,82,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,GR,IT,0,1,F,,-10,1744,1869,0,+2,34,19,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,KE,LS,4,0,F,ZA,11,1363,1198,+5,−3,113,159,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,KO,AD,3,0,F,,1,1714,1080,0,0,41,175,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,LI,CY,0,2,F,,-4,895,1314,−1,+2,199,131,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,MA,NO,1,1,F,US,3,1827,1914,0,0,24,11,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,7,OM,MZ,4,1,GRD,ID,20,1480,1352,+4,−9,83,118,2026-06-07,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,EE,FO,1,0,BLC,,13,1352,1369,+5,−7,118,113,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,LT,LV,1,1,BLC,,-4,1287,1305,−4,+1,143,134,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,AL,LU,0,1,F,,-17,1616,1450,−3,+1,61,89,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,AR,HN,2,0,F,US,1,2114,1570,0,0,2,69,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,AM,KZ,1,1,F,,-1,1378,1431,+1,+1,107,92,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,AU,CH,1,1,F,US,3,1777,1891,−1,−2,28,17,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,BE,TN,5,0,F,,5,1894,1628,+2,−1,15,59,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,BA,PA,1,1,F,US,4,1595,1730,0,−1,65,37,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,BR,EG,2,1,F,US,3,1991,1696,0,−1,5,48,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,VG,BQ,2,0,F,ES,20,743,817,+5,−3,213,208,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,CV,BM,3,0,F,US,2,1578,1117,0,−1,68,171,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,CW,AW,4,0,F,,1,1434,978,−1,−1,91,190,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,SV,QA,0,0,F,US,2,1342,1421,−1,0,123,97,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,EN,NZ,1,0,F,US,1,2021,1562,0,0,4,72,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,ET,MW,1,0,F,,6,1291,1235,+5,−2,139,153,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,GI,KY,4,1,F,,5,1011,800,0,−1,184,210,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,JM,ZA,1,1,F,MX,0,1527,1517,0,0,77,80,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,KG,PS,0,0,F,,2,1293,1467,+3,0,136,84,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,MM,GU,6,1,FT,PH,11,993,706,0,−1,188,220,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,PT,CL,2,1,F,,2,1986,1708,0,−1,6,44,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,RO,WA,2,1,F,,9,1639,1682,+3,−2,57,52,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,SQ,BO,4,0,F,US,12,1782,1633,+2,−1,27,58,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,SL,LR,1,0,F,,6,1354,1291,+3,−3,117,139,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,TR,VE,2,1,F,US,5,1911,1722,+1,0,12,39,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,US,DE,1,2,F,,-7,1726,1932,0,0,38,10,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,6,VU,FJ,2,1,F,,7,1120,1101,+1,0,170,173,2026-06-06,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,AO,MR,1,1,F,MA,-6,1537,1317,−1,+2,75,130,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,BY,SY,4,1,F,,12,1525,1479,+1,0,79,83,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,BJ,NE,1,1,F,MA,-1,1428,1394,0,+1,94,102,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,CA,IE,1,1,F,,-5,1788,1699,0,+2,25,47,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,CF,TG,1,1,F,MA,3,1241,1356,+1,−1,151,116,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,GE,BH,2,0,F,,4,1654,1414,0,0,55,100,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,HK,MN,2,0,F,,2,1123,726,+1,−1,168,216,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,HU,FI,2,1,F,,4,1707,1536,0,−1,45,76,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,ID,OM,3,0,GRD,,31,1362,1460,+12,−4,115,87,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,MT,AZ,2,0,F,HU,19,1255,1321,+4,−7,149,128,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,MD,BG,2,2,F,,3,1265,1458,0,−1,148,88,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,PY,NI,4,0,F,,1,1834,1333,0,0,22,126,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,PE,HT,2,1,F,US,6,1701,1548,+1,0,46,73,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,RU,BF,3,0,F,,4,1770,1526,+2,−1,29,78,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,SM,BD,1,2,F,,-10,826,942,−1,+2,207,194,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,SA,PR,3,0,F,US,3,1569,1135,+1,+1,70,165,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,SG,CN,1,2,F,,-5,1134,1428,−2,+2,167,94,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,SK,ME,2,2,F,,-7,1667,1461,0,+2,53,86,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,TJ,IN,3,1,F,,6,1291,1122,+4,−1,139,169,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,5,TH,KW,2,2,F,,-4,1372,1332,−1,+1,110,127,2026-06-05,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,YE,LB,2,0,SQ,QA,44,1195,1288,+2,−14,160,141,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,MV,PK,0,3,DJB,,-35,801,847,−5,+5,210,204,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,AD,LI,2,0,F,,5,1081,899,0,−1,175,198,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,KH,BT,4,0,F,,5,849,632,0,0,203,228,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,CZ,GT,3,1,F,US,7,1740,1508,+2,−2,35,82,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,FR,CI,1,2,F,,-19,2062,1695,0,+5,3,47,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,IR,ML,2,0,F,TR,8,1772,1588,+3,−2,28,67,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,KE,LS,1,1,F,ZA,-4,1352,1209,0,+2,116,156,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,MX,RS,5,1,F,,8,1875,1734,0,−1,18,36,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,EI,GN,1,0,F,ES,6,1606,1463,0,−1,64,86,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,SI,CY,1,1,F,,-9,1685,1310,−3,+2,51,133,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,ES,IQ,1,1,F,,-10,2155,1618,0,+2,1,61,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,4,SE,GR,2,2,F,,-2,1712,1754,−1,0,42,34,2026-06-04,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,3,AL,IL,0,1,F,,-13,1633,1647,−2,+2,58,56,2026-06-03,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
2026,6,3,DK,CD,0,0,F,BE,-6,1864,1661,−2,0,20,54,2026-06-03,2026-06-25T12:40:11,https://www.eloratings.net/latest.tsv
